5990331, 4, 24, 0, 0, 0, 200, 200, 200, 200, -783, 263, -653, -59, -17, -13, 22, 146, 15384, 0, 0, 602, 1, 1, 1
5993295, 4, 24, 0, 0, 0, 200, 200, 200, 200, -783, 263, -653, -59, -17, -13, 22, 146, 15384, 0, 0, 602, 1, 1, 1
5996377, 4, 24, 0, 0, 0, 200, 200, 200, 200, -783, 263, -653, -59, -17, -13, 22, 146, 15384, 0, 0, 602, 1, 1, 1
6001156, 4, 24, 0, 0, 0, 200, 200, 200, 200, -783, 263, -654, -61, -16, -13, -16, 128, 15362, 0, 0, 602, 1, 1, 1
6005614, 4, 24, 0, 0, 0, 200, 200, 200, 200, -783, 263, -654, -61, -16, -13, -16, 128, 15362, 0, 0, 602, 1, 1, 1
6010408, 4, 24, 0, 0, 0, 200, 200, 200, 200, -783, 262, -655, -60, -17, -13, 30, 76, 15414, 0, 0, 602, 1, 1, 1
6014869, 4, 24, 0, 0, 0, 200, 200, 200, 200, -783, 262, -655, -60, -17, -13, 30, 76, 15414, 0, 0, 602, 1, 1, 1
6020199, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 262, -657, -60, -16, -13, 40, 94, 15410, 0, 0, 602, 1, 1, 1
6024156, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 262, -657, -60, -16, -13, 40, 94, 15410, 0, 0, 602, 1, 1, 1
6030477, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 262, -658, -57, -17, -13, 36, 140, 15406, 0, 0, 602, 1, 1, 1
6033388, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 262, -658, -57, -17, -13, 36, 140, 15406, 0, 0, 602, 1, 1, 1
6036471, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 262, -658, -57, -17, -13, 36, 140, 15406, 0, 0, 602, 1, 1, 1
6041252, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 263, -660, -54, -18, -13, 26, 182, 15410, 0, 0, 602, 1, 1, 1
6045730, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 263, -660, -54, -18, -13, 26, 182, 15410, 0, 0, 602, 1, 1, 1
6050530, 4, 24, 0, 0, 0, 200, 200, 200, 200, -783, 263, -661, -56, -17, -13, 12, 192, 15388, 0, 0, 602, 1, 1, 1
6055005, 4, 24, 0, 0, 0, 200, 200, 200, 200, -783, 263, -661, -56, -17, -13, 12, 192, 15388, 0, 0, 602, 1, 1, 1
6060642, 4, 24, 0, 0, 0, 200, 200, 200, 200, -783, 263, -662, -60, -17, -13, 40, 174, 15422, 0, 0, 602, 1, 1, 1
6064255, 4, 24, 0, 0, 0, 200, 200, 200, 200, -783, 263, -662, -60, -17, -13, 40, 174, 15422, 0, 0, 602, 1, 1, 1
6067347, 4, 24, 0, 0, 0, 200, 200, 200, 200, -783, 263, -662, -60, -17, -13, 40, 174, 15422, 0, 0, 602, 1, 1, 1
6073325, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 263, -664, -63, -16, -12, 26, 136, 15428, 0, 0, 602, 1, 1, 1
6076603, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 263, -664, -63, -16, -12, 26, 136, 15428, 0, 0, 602, 1, 1, 1
6081390, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 263, -665, -62, -16, -12, 24, 122, 15422, 0, 0, 602, 1, 1, 1
6085850, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 263, -665, -62, -16, -12, 24, 122, 15422, 0, 0, 602, 1, 1, 1
6090938, 4, 24, 0, 0, 0, 200, 200, 200, 200, -785, 263, -666, -59, -17, -13, 38, 112, 15454, 0, 0, 602, 1, 1, 1
6095116, 4, 24, 0, 0, 0, 200, 200, 200, 200, -785, 263, -666, -59, -17, -13, 38, 112, 15454, 0, 0, 602, 1, 1, 1
6101052, 4, 24, 0, 0, 0, 200, 200, 200, 200, -785, 263, -667, -56, -18, -13, 50, 110, 15444, 0, 0, 602, 1, 1, 1
6104377, 4, 24, 0, 0, 0, 200, 200, 200, 200, -785, 263, -667, -56, -18, -13, 50, 110, 15444, 0, 0, 602, 1, 1, 1
6107459, 4, 24, 0, 0, 0, 200, 200, 200, 200, -785, 263, -667, -56, -18, -13, 50, 110, 15444, 0, 0, 602, 1, 1, 1
6112227, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 263, -669, -55, -18, -12, 66, 138, 15436, 0, 0, 602, 1, 1, 1
6116747, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 263, -669, -55, -18, -12, 66, 138, 15436, 0, 0, 602, 1, 1, 1
6121562, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 263, -670, -58, -17, -13, 50, 162, 15404, 0, 0, 602, 1, 1, 1
6125962, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 263, -670, -58, -17, -13, 50, 162, 15404, 0, 0, 602, 1, 1, 1
6131370, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 263, -671, -60, -16, -13, 32, 156, 15406, 0, 0, 602, 1, 1, 1
6135230, 4, 24, 0, 0, 0, 200, 200, 200, 200, -784, 263, -671, -60, -16, -13, 32, 156, 15406, 0, 0, 602, 1, 1, 1
6141503, 4, 24, 0, 0, 0, 200, 200, 200, 200, -785, 263, -673, -60, -17, -12, 30, 140, 15442, 0, 0, 602, 1, 1, 1
